aces_ratio_p2,set5_games_p1,set5_games_p2,double_faults_p1,double_faults_p2,set4_games_p2,set4_games_p1,first_serve_percent_p1,first_serve_percent_p2,aces_ratio_p1,second_serve_points_won_dividend_p1,first_serve_points_won_divisor_p1,first_serve_points_won_divisor_p2,second_serve_points_won_dividend_p2,duration,first_serve_percent_points_won_p2,first_serve_divisor_p2,match_date,first_serve_divisor_p1,first_serve_percent_points_won_p1,first_serve_dividend_p1,first_serve_dividend_p2,first_serve_points_won_dividend_p2,first_serve_points_won_dividend_p1,tournament,aces_p1,aces_p2,second_serve_points_won_divisor_p1,double_fouls_p1,double_fouls_p2,winner_name,second_serve_points_won_divisor_p2,second_serve_percent_points_won_p2,second_serve_percent_points_won_p1,p2,p1,set1_games_p1,set2_games_p1,set2_games_p2,sets_duration,set1_games_p2,set3_games_p2,set3_games_p1,round
50.0,,,7,6,,,52,61,50.0,29,58,78,27,02:25:00,68,127,,111,84,58,78,53,49,US Open,13,13,53,,,N. Almagro,49,55,55,P. Cuevas,N. Almagro,7,6,4,3,6,6,7,Round of 64
100.0,,,4,5,5,7,64,55,0.0,22,75,62,19,02:40:00,79,112,,118,68,75,62,49,51,US Open,0,11,43,,,J. Sousa,50,38,51,F. Lopez,J. Sousa,6,6,4,4,2,,,Round of 64
77.77777777777779,,,6,4,2,6,63,61,22.22222222222222,20,69,72,20,02:48:00,58,119,,109,74,69,72,42,51,US Open,2,7,40,,,R. Bautista Agut,47,43,50,F. Delbonis,R. Bautista Agut,5,6,2,4,7,,,Round of 64
18.75,,,1,10,,,62,60,81.25,19,48,67,16,01:56:00,78,112,,78,94,48,67,52,45,US Open,26,6,30,,,N. Kyrgios,45,36,63,H. Zeballos,N. Kyrgios,7,6,4,3,5,4,6,Round of 64
21.052631578947366,,,3,2,,,67,57,78.94736842105263,14,59,48,16,02:09:00,69,84,,88,85,59,48,33,50,US Open,15,4,29,,,J. del Potro,36,44,48,S. Johnson,J. del Potro,7,6,3,3,6,2,6,Round of 64
40.0,,,2,2,,,70,57,60.0,20,62,61,28,01:59:00,62,107,,88,73,62,61,38,45,US Open,12,8,26,,,G. Monfils,46,61,77,J. Satral,G. Monfils,7,6,4,3,5,3,6,Round of 64
38.46153846153847,6,4,11,13,,,60,53,61.53846153846154,27,87,83,32,03:25:00,61,157,,146,71,87,83,51,62,US Open,8,5,59,,,D. Ferrer,74,43,46,F. Fognini,D. Ferrer,6,4,6,5,0,,,Round of 64
18.181818181818183,,,2,8,,,68,50,81.81818181818183,16,54,45,24,01:46:00,53,90,,80,72,54,45,24,39,US Open,9,2,26,,,D. Thiem,45,53,62,R. Berankis,D. Thiem,6,6,3,3,4,2,6,Round of 64
37.03703703703704,,,3,3,4,6,53,50,62.96296296296296,26,60,74,40,03:01:00,68,149,,113,85,60,74,50,51,US Open,17,10,53,,,J. Tsonga,75,53,49,J. Duckworth,J. Tsonga,6,3,6,4,4,,,Round of 64
76.92307692307693,,,7,5,3,6,54,61,23.076923076923077,23,68,68,15,02:32:00,82,111,,126,84,68,68,56,57,US Open,6,20,58,,,K. Nishikori,43,35,40,K. Khachanov,K. Nishikori,6,4,6,4,4,,,Round of 64
60.0,,,2,4,,,59,44,40.0,19,48,35,14,02:18:00,57,79,,81,67,48,35,20,32,US Open,2,3,33,,,R. Nadal,44,32,58,A. Seppi,R. Nadal,6,7,5,3,0,1,6,Round of 64
70.83333333333334,,,12,15,1,6,56,56,29.166666666666668,38,94,86,33,03:37:00,67,153,,169,74,94,86,58,70,US Open,7,17,75,,,R. Harrison,67,49,51,M. Raonic,R. Harrison,6,7,5,4,7,,,Round of 64
44.44444444444444,,,1,7,1,6,44,59,55.55555555555556,37,52,74,21,02:52:00,69,126,,119,69,52,74,51,36,US Open,10,8,67,,,M. Baghdatis,52,40,55,R. Harrison,M. Baghdatis,6,7,6,4,3,,,Round of 32
40.0,,,5,5,,,42,56,60.0,27,28,44,15,01:40:00,55,78,,67,86,28,44,24,24,US Open,6,4,39,,,M. Cilic,34,44,69,S. Stakhovsky,M. Cilic,6,6,2,3,1,3,6,Round of 64
50.0,,,5,7,,,52,64,50.0,33,64,69,21,02:27:00,61,107,,124,81,64,69,42,52,US Open,5,5,60,,,S. Wawrinka,38,55,55,A. Giannessi,S. Wawrinka,6,7,6,3,1,5,7,Round of 64
44.44444444444444,,,3,4,,,50,48,55.55555555555556,27,43,48,25,02:22:00,63,99,,86,79,43,48,30,34,US Open,5,4,43,,,A. Murray,51,49,63,M. Granollers,A. Murray,6,6,1,3,4,4,6,Round of 64
12.5,,,6,4,2,6,59,71,87.5,24,69,84,15,02:39:00,60,118,,117,72,69,84,50,50,US Open,7,1,48,,,G. Dimitrov,34,44,50,J. Sousa,G. Dimitrov,6,6,1,4,4,,,Round of 32
38.46153846153847,,,5,3,,,53,52,61.53846153846154,29,47,48,28,02:02:00,71,93,,88,79,47,48,34,37,US Open,16,10,41,,,I. Karlovic,45,62,71,J. Donaldson,I. Karlovic,6,7,6,3,4,3,6,Round of 32
69.23076923076923,,,4,4,,,52,59,30.76923076923077,18,40,55,20,01:54:00,58,94,,77,83,40,55,32,33,US Open,8,18,37,,,I. Marchenko,39,51,49,N. Kyrgios,I. Marchenko,4,6,4,3,6,1,6,Round of 32
22.22222222222222,6,1,9,1,,,57,64,77.77777777777779,37,93,96,26,03:24:00,73,150,,164,69,93,96,70,64,US Open,14,4,71,,,L. Pouille,54,48,52,R. Bautista Agut,L. Pouille,3,7,5,5,6,,,Round of 32
65.85365853658537,,,7,5,6,7,55,63,34.146341463414636,31,72,69,21,02:43:00,80,109,,131,81,72,69,55,58,US Open,14,27,59,,,K. Edmund,40,53,53,J. Isner,K. Edmund,6,3,6,4,4,,,Round of 32
10.0,,,7,8,,,58,52,90.0,13,44,48,16,01:50:00,65,92,,76,86,44,48,31,38,US Open,9,1,32,,,G. Monfils,44,36,41,N. Almagro,G. Monfils,6,6,2,3,4,4,6,Round of 32
52.0,,,8,10,,,60,59,48.0,26,67,63,19,02:42:00,78,106,,112,81,67,63,49,54,US Open,12,13,45,,,J. Tsonga,43,44,58,K. Anderson,J. Tsonga,6,6,4,3,3,6,7,Round of 32
14.285714285714285,,,4,4,,,58,60,85.71428571428571,21,53,52,17,02:25:00,63,86,,92,81,53,52,33,43,US Open,6,1,39,,,J. del Potro,34,50,54,D. Ferrer,J. del Potro,7,6,2,3,6,3,6,Round of 32
38.88888888888889,,,6,5,5,7,52,56,61.111111111111114,31,70,73,24,02:50:00,70,131,,135,73,70,73,51,51,US Open,11,7,65,,,D. Thiem,58,41,48,P. Carreno Busta,D. Thiem,1,6,4,4,6,,,Round of 32
46.15384615384615,,,1,2,,,58,49,53.84615384615385,22,43,35,18,01:41:00,74,72,,74,86,43,35,26,37,US Open,7,6,31,,,J. Sock,37,49,71,M. Cilic,J. Sock,6,6,3,3,4,3,6,Round of 32
33.33333333333333,,,4,8,2,6,46,51,66.66666666666666,38,52,47,22,02:16:00,62,92,,113,67,52,47,29,35,US Open,6,3,61,,,K. Nishikori,45,49,62,N. Mahut,K. Nishikori,4,6,1,4,6,,,Round of 32
80.0,,,6,6,,,65,51,20.0,14,53,39,15,01:59:00,56,77,,82,72,53,39,22,38,US Open,1,4,29,,,R. Nadal,38,39,48,A. Kuznetsov,R. Nadal,6,6,4,3,1,2,6,Round of 32
29.411764705882355,6,2,7,16,,,63,55,70.58823529411765,32,104,106,45,04:02:00,68,193,,166,78,104,106,72,81,US Open,12,5,62,,,S. Wawrinka,87,52,52,D. Evans,S. Wawrinka,4,6,3,5,6,,,Round of 32
20.0,,,6,9,3,6,55,58,80.0,26,64,84,28,03:17:00,62,145,,116,78,64,84,52,50,US Open,12,3,52,,,A. Murray,61,46,50,P. Lorenzi,A. Murray,7,5,7,4,6,,,Round of 32
100.0,,,0,0,,,62,40,0.0,4,8,10,9,00:31:00,50,25,,13,100,8,10,5,8,US Open,0,2,5,,,N. Djokovic,15,60,80,M. Youzhny,N. Djokovic,4,,,,2,,,Round of 32
77.77777777777779,,,4,3,,,60,68,22.22222222222222,26,56,64,14,02:02:00,77,94,,93,84,56,64,49,47,US Open,6,21,37,,,K. Nishikori,30,47,70,I. Karlovic,K. Nishikori,6,6,4,3,3,6,7,Round of 16
0.0,,,3,2,,,73,36,100.0,14,74,25,23,01:59:00,44,70,,102,66,74,25,11,49,US Open,9,0,28,,,G. Monfils,45,51,50,M. Baghdatis,G. Monfils,6,6,2,3,3,3,6,Round of 16
8.333333333333332,7,6,4,4,,,46,59,91.66666666666666,51,74,89,30,04:07:00,72,150,,162,66,74,89,64,49,US Open,11,1,88,,,L. Pouille,61,49,58,R. Nadal,L. Pouille,6,2,6,5,1,,,Round of 16
31.25,,,9,6,2,6,53,63,68.75,28,72,81,22,03:14:00,67,128,,135,83,72,81,54,60,US Open,11,5,63,,,J. Tsonga,47,47,44,J. Sock,J. Tsonga,6,6,3,4,3,,,Round of 16
33.33333333333333,,,3,0,,,52,70,66.66666666666666,12,26,32,6,01:12:00,56,46,,50,81,26,32,18,21,US Open,2,1,24,,,J. del Potro,14,43,50,D. Thiem,J. del Potro,6,3,2,2,3,,,Round of 16
29.411764705882355,,,2,6,,,63,58,70.58823529411765,17,47,53,13,02:02:00,74,92,,75,85,47,53,39,40,US Open,12,5,28,,,G. Monfils,39,33,61,L. Pouille,G. Monfils,6,6,3,3,4,3,6,Quarter-Finals
60.0,,,7,1,,,62,66,40.0,14,51,59,10,01:55:00,51,89,,82,75,51,59,30,38,US Open,2,3,31,,,N. Djokovic,30,33,45,K. Edmund,N. Djokovic,6,6,1,3,2,4,6,Round of 16
41.66666666666667,,,0,8,3,6,61,50,58.333333333333336,30,82,60,28,02:46:00,65,120,,135,73,82,60,39,60,US Open,7,5,53,,,S. Wawrinka,60,47,57,I. Marchenko,S. Wawrinka,6,6,1,4,4,,,Round of 16
18.181818181818183,,,5,6,,,53,62,81.81818181818183,19,39,50,11,02:01:00,52,81,,74,79,39,50,26,31,US Open,9,2,35,,,A. Murray,31,35,54,G. Dimitrov,A. Murray,6,6,2,3,1,2,6,Round of 16
23.076923076923077,,,0,8,2,6,58,59,76.92307692307693,31,69,72,26,03:13:00,75,122,,118,77,69,72,54,53,US Open,10,3,49,,,S. Wawrinka,50,52,63,J. del Potro,S. Wawrinka,7,4,6,4,6,,,Quarter-Finals
88.88888888888889,7,5,4,3,,,61,56,11.11111111111111,22,80,79,24,03:58:00,68,141,,131,71,80,79,54,57,US Open,1,8,51,,,K. Nishikori,62,39,43,A. Murray,K. Nishikori,1,6,4,5,6,,,Quarter-Finals
75.0,,,3,4,,,58,57,25.0,12,29,33,7,01:20:00,70,58,,50,83,29,33,23,24,US Open,1,3,21,,,N. Djokovic,25,28,57,J. Tsonga,N. Djokovic,6,6,2,2,3,,,Quarter-Finals
85.71428571428571,,,7,11,2,6,64,54,14.285714285714285,20,68,60,19,02:32:00,62,111,,106,68,68,60,37,46,US Open,2,12,38,,,N. Djokovic,51,37,53,G. Monfils,N. Djokovic,6,6,2,4,3,,,Semi-Finals
23.076923076923077,,,8,6,2,6,62,58,76.92307692307693,22,72,71,19,03:08:00,73,122,,116,76,72,71,52,55,US Open,10,3,44,,,S. Wawrinka,51,37,50,K. Nishikori,S. Wawrinka,4,7,5,4,6,,,Semi-Finals
36.36363636363637,,,0,3,,,71,52,63.63636363636363,10,45,33,13,01:21:00,73,63,,63,73,45,33,24,33,Moselle Open,7,4,18,,,K. De Schepper,30,43,56,A. Olivetti,K. De Schepper,6,7,5,2,3,,,1st Round Qualifying
75.0,,,2,2,,,65,58,25.0,9,32,30,7,01:11:00,63,52,,49,75,32,30,19,24,Moselle Open,2,6,17,,,T. Fabbiano,22,32,53,M. Bourgue,T. Fabbiano,6,6,4,2,2,,,1st Round Qualifying
16.666666666666664,,,6,4,,,56,65,83.33333333333334,13,29,30,4,00:51:00,43,46,,52,72,29,30,13,21,Moselle Open,5,1,23,,,N. Basilashvili,16,25,57,H. Schott,N. Basilashvili,6,6,1,2,1,,,1st Round Qualifying
80.0,,,2,1,,,49,66,20.0,15,26,37,7,01:14:00,73,56,,53,92,26,37,27,24,Moselle Open,2,8,27,,,V. Millot,19,37,56,M. Berrer,V. Millot,6,6,2,2,4,,,2nd Round Qualifying
87.5,,,3,5,,,66,66,12.5,20,57,55,11,01:44:00,78,83,,86,68,57,55,43,39,Moselle Open,2,14,29,,,G. Barrere,28,39,69,K. De Schepper,G. Barrere,6,3,6,3,4,3,6,2nd Round Qualifying
52.38095238095239,,,2,1,,,65,58,47.61904761904761,23,69,61,22,02:28:00,80,106,,106,74,69,61,49,51,Moselle Open,10,11,37,,,I. Marchenko,45,49,62,A. Seppi,I. Marchenko,6,6,3,3,7,6,7,Round of 32
14.285714285714285,,,1,3,,,51,59,85.71428571428571,17,27,32,10,01:07:00,63,54,,53,78,27,32,20,21,Moselle Open,6,1,26,,,P. Gojowczyk,22,45,65,T. Fabbiano,P. Gojowczyk,6,6,2,2,3,,,2nd Round Qualifying
71.42857142857143,,,4,1,,,56,70,28.57142857142857,15,41,53,14,01:33:00,66,76,,73,83,41,53,35,34,Moselle Open,2,5,32,,,J. Struff,23,61,47,T. Robredo,J. Struff,7,7,5,2,6,,,Round of 32
20.0,,,1,2,,,68,58,80.0,14,39,39,11,01:12:00,79,67,,57,79,39,39,31,31,Moselle Open,12,3,18,,,P. Herbert,28,39,78,I. Cervantes,P. Herbert,7,6,2,2,6,,,Round of 32
45.45454545454545,,,0,3,,,64,58,54.54545454545454,12,49,45,18,01:43:00,69,77,,76,88,49,45,31,43,Moselle Open,12,10,27,,,M. Jaziri,32,56,44,I. Dodig,M. Jaziri,6,7,6,2,4,,,Round of 32
55.10204081632652,,,3,2,,,64,66,44.89795918367347,19,63,59,17,01:52:00,78,90,,98,84,63,59,46,53,Moselle Open,22,27,35,,,P. Gojowczyk,31,55,54,N. Almagro,P. Gojowczyk,6,6,7,3,4,3,6,Round of 32
25.0,,,3,1,,,58,53,75.0,15,43,39,14,01:38:00,56,74,,74,70,43,39,22,30,Moselle Open,3,1,31,,,G. Garcia-Lopez,35,40,48,D. Dzumhur,G. Garcia-Lopez,5,6,2,3,7,1,6,Round of 32
72.72727272727273,,,3,2,,,62,71,27.27272727272727,20,61,77,14,02:02:00,62,109,,98,69,61,77,48,42,Moselle Open,3,8,37,,,N. Basilashvili,32,44,54,G. Barrere,N. Basilashvili,5,7,5,3,7,2,6,Round of 32
21.052631578947366,,,3,3,,,68,61,78.94736842105263,9,38,28,7,00:51:00,61,46,,56,74,38,28,17,28,Moselle Open,15,4,18,,,D. Brown,18,39,50,P. Mathieu,D. Brown,6,6,2,2,4,,,Round of 32
64.28571428571429,,,1,7,,,76,64,35.714285714285715,8,39,45,9,01:09:00,78,70,,51,85,39,45,35,33,Moselle Open,5,9,12,,,N. Mahut,25,36,67,Q. Halys,N. Mahut,6,6,4,2,3,,,Round of 32
18.181818181818183,,,1,4,,,70,52,81.81818181818183,8,23,28,8,00:57:00,61,54,,33,87,23,28,17,20,Moselle Open,9,2,10,,,J. Benneteau,26,31,80,M. Klizan,J. Benneteau,6,6,1,2,2,,,Round of 32
87.5,,,1,2,,,56,47,12.5,12,33,26,8,01:07:00,81,55,,59,70,33,26,21,23,Moselle Open,1,7,26,,,V. Millot,29,28,46,B. Paire,V. Millot,6,6,3,2,4,,,Round of 32
13.636363636363635,,,2,2,,,66,53,86.36363636363636,14,45,38,21,01:35:00,74,72,,68,87,45,38,28,39,Moselle Open,19,3,23,,,G. Muller,34,62,61,H. Zeballos,G. Muller,7,7,5,2,6,,,Round of 32
70.0,,,0,1,,,61,69,30.0,16,35,33,7,01:05:00,70,48,,57,71,35,33,23,25,Moselle Open,6,14,22,,,J. Benneteau,15,47,73,D. Brown,J. Benneteau,6,6,4,2,3,,,Round of 16
87.5,,,2,3,,,53,69,12.5,25,41,61,16,01:49:00,69,89,,78,76,41,61,42,31,Moselle Open,1,7,37,,,M. Jaziri,28,57,68,V. Millot,M. Jaziri,4,6,3,3,6,3,6,Round of 16
45.45454545454545,,,0,3,,,72,67,54.54545454545454,8,44,37,8,01:22:00,76,55,,61,84,44,37,28,37,Moselle Open,6,5,17,,,N. Mahut,18,44,47,I. Marchenko,N. Mahut,6,6,4,2,3,,,Round of 16
25.0,,,1,3,,,75,62,75.0,8,33,31,10,00:57:00,65,50,,44,85,33,31,20,28,Moselle Open,9,3,11,,,G. Muller,19,53,73,N. Basilashvili,G. Muller,6,6,2,2,4,,,Round of 16
46.666666666666664,,,1,7,,,70,57,53.333333333333336,16,69,64,23,02:40:00,64,112,,99,74,69,64,41,51,Moselle Open,8,7,30,,,G. Simon,48,48,53,G. Garcia-Lopez,G. Simon,6,6,3,3,7,4,6,Round of 16
63.63636363636363,,,0,4,,,66,62,36.36363636363637,13,31,44,12,01:07:00,64,71,,47,77,31,44,28,24,Moselle Open,4,7,16,,,D. Goffin,27,44,81,J. Struff,D. Goffin,6,6,2,2,4,,,Round of 16
56.666666666666664,,,4,2,,,50,60,43.333333333333336,28,51,58,19,01:55:00,84,96,,101,86,51,58,49,44,Moselle Open,13,17,50,,,L. Pouille,38,50,56,P. Herbert,L. Pouille,6,6,7,3,4,4,6,Round of 16
52.0,,,3,0,,,57,65,48.0,19,40,53,14,01:28:00,74,81,,70,85,40,53,39,34,Moselle Open,12,13,30,,,D. Thiem,28,50,63,P. Gojowczyk,D. Thiem,7,7,6,2,5,,,Round of 16
29.166666666666668,,,2,1,,,63,59,70.83333333333334,20,70,65,23,02:21:00,72,111,,111,77,70,65,47,54,Moselle Open,17,7,41,,,L. Pouille,46,50,49,J. Benneteau,L. Pouille,7,4,6,3,6,3,6,Quarter-Finals
37.5,,,2,3,,,70,69,62.5,16,54,75,12,02:04:00,72,109,,77,85,54,75,54,46,Moselle Open,10,6,23,,,D. Goffin,34,35,70,N. Mahut,D. Goffin,6,6,7,3,3,4,6,Quarter-Finals
66.66666666666666,,,0,1,,,62,51,33.33333333333333,13,39,36,12,01:40:00,61,70,,63,69,39,36,22,27,Moselle Open,1,2,24,,,G. Simon,34,35,54,M. Jaziri,G. Simon,7,6,0,2,6,,,Quarter-Finals
33.33333333333333,,,1,2,,,64,69,66.66666666666666,14,59,64,14,02:18:00,64,93,,92,76,59,64,41,45,Moselle Open,10,5,33,,,D. Thiem,29,48,42,G. Simon,D. Thiem,4,7,5,3,6,3,6,Semi-Finals
37.5,,,0,1,,,56,58,62.5,19,33,39,13,01:19:00,77,67,,59,82,33,39,30,27,Moselle Open,10,6,26,,,L. Pouille,28,46,73,D. Thiem,L. Pouille,7,6,2,2,6,,,Finals
69.56521739130434,,,0,1,,,60,60,30.434782608695656,18,35,41,16,01:23:00,76,68,,58,86,35,41,31,30,Moselle Open,7,16,23,,,D. Thiem,27,59,78,G. Muller,D. Thiem,6,7,6,2,4,,,Quarter-Finals
41.66666666666667,,,0,1,,,68,63,58.333333333333336,11,44,42,10,01:21:00,60,67,,65,73,44,42,25,32,Moselle Open,7,5,21,,,L. Pouille,25,40,52,D. Goffin,L. Pouille,7,6,1,2,6,,,Semi-Finals
40.0,,,3,3,,,53,65,60.0,17,36,35,8,01:05:00,60,54,,68,75,36,35,21,27,St. Petersburg Open,6,4,32,,,D. Medvedev,19,42,53,A. Pavic,D. Medvedev,6,6,2,2,4,,,2nd Round Qualifying
75.0,,,6,4,,,59,56,25.0,18,57,54,20,02:05:00,57,97,,97,67,57,54,31,38,St. Petersburg Open,1,3,40,,,R. Albot,43,47,45,D. Zhyrmont,R. Albot,6,4,6,3,2,4,6,1st Round Qualifying
50.0,,,0,2,,,85,55,50.0,7,60,44,15,01:26:00,68,80,,71,68,60,44,30,41,St. Petersburg Open,6,6,11,,,M. Zverev,36,42,64,A. Kudryavtsev,M. Zverev,6,2,6,3,1,3,6,2nd Round Qualifying
20.0,,,6,2,,,60,61,80.0,12,42,44,13,01:26:00,70,72,,70,76,42,44,31,32,St. Petersburg Open,8,2,28,,,A. Sidorenko,28,46,43,T. Gabashvili,A. Sidorenko,6,6,4,2,4,,,2nd Round Qualifying
28.57142857142857,,,3,3,,,69,60,71.42857142857143,11,54,41,11,01:51:00,68,68,,78,70,54,41,28,38,St. Petersburg Open,10,4,24,,,M. Youzhny,27,41,46,J. Tipsarevic,M. Youzhny,6,7,5,2,3,,,Round of 32
100.0,,,2,1,,,59,65,0.0,19,38,35,9,01:20:00,66,54,,64,66,38,35,23,25,St. Petersburg Open,0,4,26,,,R. Albot,19,47,73,J. Mertl,R. Albot,6,6,4,2,3,,,2nd Round Qualifying
22.22222222222222,,,3,0,,,56,59,77.77777777777779,10,23,30,7,00:59:00,57,51,,41,83,23,30,17,19,St. Petersburg Open,7,2,18,,,A. Rublev,21,33,56,M. Kukushkin,A. Rublev,6,4,1,2,3,,,Round of 32
11.11111111111111,,,5,4,,,61,64,88.88888888888889,8,37,47,13,01:21:00,60,74,,61,81,37,47,28,30,St. Petersburg Open,8,1,24,,,L. Rosol,27,48,33,D. Schwartzman,L. Rosol,6,6,4,2,4,,,Round of 32
40.0,,,2,2,,,66,57,60.0,9,38,26,3,01:01:00,58,46,,58,66,38,26,15,25,St. Petersburg Open,3,2,20,,,D. Medvedev,20,15,45,A. Bublik,D. Medvedev,6,6,0,2,4,,,Round of 32
71.42857142857143,,,6,3,,,59,53,28.57142857142857,18,53,48,17,02:06:00,79,90,,90,75,53,48,38,40,St. Petersburg Open,2,5,37,,,P. Lorenzi,42,40,49,M. Zverev,P. Lorenzi,3,7,6,3,6,0,6,Round of 32
25.0,,,0,2,,,64,47,75.0,10,27,21,7,00:55:00,62,45,,42,89,27,21,13,24,St. Petersburg Open,6,2,15,,,V. Troicki,24,29,67,G. Elias,V. Troicki,6,6,2,2,1,,,Round of 32
25.0,,,3,4,,,74,55,75.0,14,74,39,13,01:49:00,74,71,,100,62,74,39,29,46,St. Petersburg Open,3,1,26,,,D. Lajovic,32,41,54,F. Verdasco,D. Lajovic,2,6,3,3,6,2,6,Round of 32
38.46153846153847,,,5,4,,,59,58,61.53846153846154,12,34,36,7,01:11:00,67,62,,58,76,34,36,24,26,St. Petersburg Open,8,5,24,,,A. Kuznetsov,26,27,50,E. Donskoy,A. Kuznetsov,6,7,5,2,3,,,Round of 32
66.66666666666666,,,1,6,,,71,61,33.33333333333333,12,73,64,17,02:25:00,61,105,,103,60,73,64,39,44,St. Petersburg Open,1,2,30,,,J. Sousa,41,41,40,R. Albot,J. Sousa,3,6,4,3,6,5,7,Round of 32
44.44444444444444,,,3,2,,,63,64,55.55555555555556,15,41,47,11,01:26:00,72,73,,65,76,41,47,34,31,St. Petersburg Open,5,4,24,,,A. Zverev,26,42,63,K. Khachanov,A. Zverev,7,6,4,2,6,,,Round of 32
100.0,,,4,3,,,51,57,0.0,27,59,47,16,02:06:00,68,82,,115,59,59,47,32,35,St. Petersburg Open,0,10,56,,,R. Berankis,35,46,48,A. Mannarino,R. Berankis,7,3,6,3,6,3,6,Round of 32
57.14285714285714,,,4,5,,,64,55,42.857142857142854,12,39,35,11,01:24:00,63,64,,61,69,39,35,22,27,St. Petersburg Open,3,4,22,,,A. Sidorenko,29,38,55,A. Ramos-Vinolas,A. Sidorenko,7,6,2,2,5,,,Round of 32
50.0,,,5,8,,,65,60,50.0,12,54,50,16,01:46:00,70,83,,83,80,54,50,35,43,St. Petersburg Open,3,3,29,,,P. Lorenzi,33,48,41,A. Sidorenko,P. Lorenzi,7,6,4,2,6,,,Round of 16
100.0,,,0,4,,,67,60,0.0,19,73,57,20,02:12:00,75,95,,109,71,73,57,43,52,St. Petersburg Open,0,5,36,,,J. Sousa,38,53,53,A. Rublev,J. Sousa,7,3,6,3,6,3,6,Round of 16
71.42857142857143,,,2,4,,,57,55,28.57142857142857,13,33,44,13,01:26:00,61,80,,58,76,33,44,27,25,St. Petersburg Open,2,5,25,,,A. Zverev,36,36,52,D. Medvedev,A. Zverev,6,7,5,2,3,,,Round of 16
0.0,,,1,1,,,62,76,100.0,11,38,42,9,01:14:00,60,55,,61,84,38,42,25,32,St. Petersburg Open,6,0,23,,,V. Troicki,13,69,48,D. Lajovic,V. Troicki,6,6,4,2,4,,,Round of 16
0.0,,,2,3,,,60,54,100.0,24,55,45,21,01:55:00,62,84,,92,65,55,45,28,36,St. Petersburg Open,1,0,37,,,R. Bautista Agut,39,54,65,R. Berankis,R. Bautista Agut,4,6,1,3,6,6,7,Round of 16
30.0,,,2,3,,,61,56,70.0,26,65,42,21,01:52:00,88,75,,107,69,65,42,37,45,St. Petersburg Open,14,6,42,,,T. Berdych,33,64,62,A. Kuznetsov,T. Berdych,6,2,6,3,3,6,7,Round of 16
0.0,,,2,3,,,67,54,100.0,7,31,30,12,01:16:00,50,56,,46,90,31,30,15,28,St. Petersburg Open,8,0,15,,,A. Zverev,26,46,47,M. Youzhny,A. Zverev,6,6,2,2,2,,,Quarter-Finals
50.0,,,3,1,,,79,65,50.0,6,50,31,8,01:04:00,81,48,,63,78,50,31,25,39,St. Petersburg Open,6,6,13,,,S. Wawrinka,17,47,46,V. Troicki,S. Wawrinka,7,6,2,2,5,,,Quarter-Finals
33.33333333333333,,,1,1,,,60,55,66.66666666666666,9,25,33,13,00:58:00,55,60,,42,96,25,33,18,24,St. Petersburg Open,8,4,17,,,S. Wawrinka,27,48,53,L. Rosol,S. Wawrinka,6,6,1,2,3,,,Round of 16
40.0,,,1,0,,,65,55,60.0,12,51,39,15,01:40:00,64,71,,78,75,51,39,25,38,St. Petersburg Open,3,2,27,,,R. Bautista Agut,32,47,44,J. Sousa,R. Bautista Agut,4,6,1,3,6,2,6,Quarter-Finals
68.42105263157895,,,4,8,,,58,63,31.57894736842105,26,71,65,15,02:34:00,74,103,,123,65,71,65,48,46,St. Petersburg Open,6,13,52,,,M. Youzhny,38,39,50,M. Raonic,M. Youzhny,2,7,6,3,6,4,6,Round of 16
27.27272727272727,,,4,3,,,66,52,72.72727272727273,14,46,26,12,01:22:00,85,50,,70,74,46,26,22,34,St. Petersburg Open,8,3,24,,,A. Zverev,24,50,58,T. Berdych,A. Zverev,6,6,4,2,4,,,Semi-Finals
33.33333333333333,,,2,1,,,55,61,66.66666666666666,15,31,34,14,01:18:00,62,56,,56,87,31,34,21,27,St. Petersburg Open,6,3,25,,,T. Berdych,22,64,60,P. Lorenzi,T. Berdych,6,6,3,2,4,,,Quarter-Finals
12.5,,,3,1,,,58,65,87.5,19,45,57,17,01:51:00,65,88,,77,78,45,57,37,35,St. Petersburg Open,7,1,32,,,S. Wawrinka,31,55,59,R. Bautista Agut,S. Wawrinka,7,6,2,2,6,,,Semi-Finals
50.0,,,6,0,,,61,63,50.0,21,67,52,16,02:23:00,67,83,,109,67,67,52,35,45,St. Petersburg Open,2,2,42,,,A. Zverev,31,52,50,S. Wawrinka,A. Zverev,6,3,6,3,2,5,7,Finals
37.5,,,3,2,,,57,55,62.5,15,35,36,14,01:28:00,72,66,,61,83,35,36,26,29,Chengdu Open,5,3,26,,,R. Stepanek,30,47,58,T. Niki,R. Stepanek,7,6,2,2,6,,,1st Round Qualifying
57.14285714285714,,,1,1,,,66,59,42.857142857142854,11,42,39,11,01:27:00,77,66,,64,79,42,39,30,33,Chengdu Open,6,8,22,,,M. Matosevic,27,41,50,J. Donaldson,M. Matosevic,7,6,4,2,5,,,1st Round Qualifying
40.0,,,0,2,,,55,50,60.0,11,22,23,7,00:53:00,65,46,,40,95,22,23,15,21,Chengdu Open,6,4,18,,,D. Kudla,23,30,61,M. Donati,D. Kudla,6,6,3,2,1,,,2nd Round Qualifying
