aces_ratio_p2,set5_games_p1,set5_games_p2,double_faults_p1,double_faults_p2,set4_games_p2,set4_games_p1,first_serve_percent_p1,first_serve_percent_p2,aces_ratio_p1,second_serve_points_won_dividend_p1,first_serve_points_won_divisor_p1,first_serve_points_won_divisor_p2,second_serve_points_won_dividend_p2,duration,first_serve_percent_points_won_p2,first_serve_divisor_p2,match_date,first_serve_divisor_p1,first_serve_percent_points_won_p1,first_serve_dividend_p1,first_serve_dividend_p2,first_serve_points_won_dividend_p2,first_serve_points_won_dividend_p1,tournament,aces_p1,aces_p2,second_serve_points_won_divisor_p1,double_fouls_p1,double_fouls_p2,winner_name,second_serve_points_won_divisor_p2,second_serve_percent_points_won_p2,second_serve_percent_points_won_p1,p2,p1,set1_games_p1,set2_games_p1,set2_games_p2,sets_duration,set1_games_p2,set3_games_p2,set3_games_p1,round
25.0,,,3,0,,,58,51,75.0,14,34,21,13,01:00:00,52,41,,59,79,34,21,11,27,Hall of Fame Tennis Championships,6,2,25,,,S. Johnson,20,65,56,Y. Sugita,S. Johnson,6,6,4,2,1,,,Round of 16
81.81818181818183,,,4,9,,,63,41,18.181818181818183,14,41,25,17,01:32:00,88,61,,65,76,41,25,22,31,Hall of Fame Tennis Championships,2,9,24,,,A. Mannarino,36,47,58,S. Groth,A. Mannarino,7,6,3,2,6,,,Round of 16
66.66666666666666,,,7,4,,,52,62,33.33333333333333,18,32,39,11,01:12:00,67,63,,61,81,32,39,26,26,Hall of Fame Tennis Championships,3,6,29,,,D. Sela,24,46,62,R. Ram,D. Sela,6,6,4,2,3,,,Round of 16
11.11111111111111,,,4,2,,,72,66,88.88888888888889,9,38,31,10,01:01:00,68,47,,53,84,38,31,21,32,Hall of Fame Tennis Championships,16,2,15,,,I. Karlovic,16,63,60,M. Chiudinelli,I. Karlovic,6,6,4,2,3,,,Quarter-Finals
20.0,,,6,2,,,61,60,80.0,15,49,38,11,01:30:00,74,63,,80,78,49,38,28,38,Hall of Fame Tennis Championships,16,4,31,,,G. Muller,25,44,48,A. Mannarino,G. Muller,2,6,1,3,6,2,6,Quarter-Finals
13.043478260869565,,,7,1,,,58,65,86.95652173913044,21,53,67,21,01:52:00,76,103,,92,85,53,67,51,45,Hall of Fame Tennis Championships,20,3,39,,,I. Karlovic,36,58,54,F. Dancevic,I. Karlovic,3,7,6,3,6,4,6,Round of 16
0.0,,,4,4,,,52,58,100.0,13,34,39,12,01:20:00,49,67,,65,65,34,39,19,22,Hall of Fame Tennis Championships,2,0,31,,,M. Baghdatis,28,43,42,D. Sela,M. Baghdatis,6,7,5,2,2,,,Quarter-Finals
33.33333333333333,,,2,2,,,63,46,66.66666666666666,11,38,23,13,01:04:00,74,50,,60,82,38,23,17,31,Hall of Fame Tennis Championships,8,4,22,,,D. Young,27,48,50,S. Johnson,D. Young,6,6,3,2,2,,,Quarter-Finals
0.0,,,3,3,,,71,49,100.0,9,32,35,21,01:15:00,60,72,,45,97,32,35,21,31,Hall of Fame Tennis Championships,18,0,13,,,G. Muller,37,57,69,D. Young,G. Muller,6,6,4,2,3,,,Semi-Finals
26.08695652173913,,,3,3,,,59,52,73.91304347826086,22,45,49,29,01:48:00,73,94,,76,84,45,49,36,38,Hall of Fame Tennis Championships,17,6,31,,,I. Karlovic,45,64,71,M. Baghdatis,I. Karlovic,7,7,6,2,6,,,Semi-Finals
33.33333333333333,,,2,0,,,75,70,66.66666666666666,4,42,42,5,01:16:00,67,60,,56,79,42,42,28,33,J. Safra Sarasin Swiss Open Gstaad,4,2,14,,,M. Trevisan,18,28,29,M. Jankovic,M. Trevisan,6,6,3,2,3,,,1st Round Qualifying
28.57142857142857,,,2,4,,,64,69,71.42857142857143,19,70,67,17,02:08:00,66,97,,110,71,70,67,44,50,J. Safra Sarasin Swiss Open Gstaad,5,2,40,,,T. Lamasine,30,57,48,M. Bortolotti,T. Lamasine,2,6,3,3,6,6,7,1st Round Qualifying
40.0,,,10,3,,,65,58,60.0,21,80,73,32,02:56:00,84,125,,123,89,80,73,61,71,Hall of Fame Tennis Championships,27,18,43,,,I. Karlovic,52,62,49,G. Muller,I. Karlovic,6,7,6,3,7,6,7,Finals
11.11111111111111,,,2,3,,,69,56,88.88888888888889,8,44,35,10,01:24:00,63,63,,64,75,44,35,22,33,J. Safra Sarasin Swiss Open Gstaad,8,1,20,,,H. Zeballos,28,36,40,A. Velotti,H. Zeballos,6,6,2,2,4,,,Round of 32
66.66666666666666,,,0,5,,,49,54,33.33333333333333,15,21,30,8,00:59:00,60,56,,43,76,21,30,18,16,J. Safra Sarasin Swiss Open Gstaad,2,4,22,,,J. Mertl,26,31,68,A. Bossel,J. Mertl,6,6,3,2,1,,,2nd Round Qualifying
0.0,,,2,6,,,55,52,100.0,15,31,27,9,01:05:00,63,52,,56,74,31,27,17,23,J. Safra Sarasin Swiss Open Gstaad,1,0,25,,,A. Velotti,25,36,60,S. Rossier,A. Velotti,6,6,3,2,1,,,1st Round Qualifying
62.5,,,1,5,,,46,55,37.5,17,24,35,13,01:07:00,60,64,,52,75,24,35,21,18,J. Safra Sarasin Swiss Open Gstaad,3,5,28,,,A. Bossel,29,45,61,N. Kicker,A. Bossel,6,6,4,2,1,,,1st Round Qualifying
100.0,,,2,5,,,57,68,0.0,10,37,50,7,01:30:00,56,73,,65,70,37,50,28,26,J. Safra Sarasin Swiss Open Gstaad,0,2,28,,,Y. Marti,23,30,36,M. Trungelliti,Y. Marti,7,6,3,2,6,,,1st Round Qualifying
16.666666666666664,,,3,3,,,63,64,83.33333333333334,9,25,34,7,00:58:00,41,53,,40,80,25,34,14,20,J. Safra Sarasin Swiss Open Gstaad,5,1,15,,,T. Monteiro,19,37,60,M. Trevisan,T. Monteiro,6,6,1,2,2,,,2nd Round Qualifying
100.0,,,3,2,,,57,66,0.0,17,39,52,12,01:35:00,63,79,,69,72,39,52,33,28,J. Safra Sarasin Swiss Open Gstaad,0,4,30,,,Y. Marti,27,44,57,T. Lipovsek Puches,Y. Marti,6,3,6,3,0,4,6,2nd Round Qualifying
33.33333333333333,,,2,2,,,67,69,66.66666666666666,13,53,44,10,01:34:00,75,64,,79,75,53,44,33,40,J. Safra Sarasin Swiss Open Gstaad,4,2,26,,,T. Lamasine,20,50,50,A. Velotti,T. Lamasine,7,7,5,2,5,,,2nd Round Qualifying
52.63157894736842,,,5,2,,,56,60,47.368421052631575,22,53,61,24,02:00:00,75,102,,94,79,53,61,46,42,J. Safra Sarasin Swiss Open Gstaad,9,10,41,,,E. Ymer,41,59,54,D. Brands,E. Ymer,2,7,6,3,6,5,7,Round of 32
62.5,,,1,3,,,75,47,37.5,9,39,36,17,01:22:00,72,76,,52,79,39,36,26,31,J. Safra Sarasin Swiss Open Gstaad,3,5,13,,,T. Monteiro,40,43,69,A. Bellier,T. Monteiro,6,7,5,2,3,,,Round of 32
14.285714285714285,,,1,4,,,71,69,85.71428571428571,9,34,43,10,01:05:00,56,62,,48,76,34,43,24,26,J. Safra Sarasin Swiss Open Gstaad,6,1,14,,,T. Lamasine,19,53,64,R. Albot,T. Lamasine,6,6,2,2,4,,,Round of 32
28.57142857142857,,,4,4,,,59,66,71.42857142857143,22,66,63,16,02:08:00,67,96,,111,73,66,63,42,48,J. Safra Sarasin Swiss Open Gstaad,10,4,45,,,H. Laaksonen,33,48,49,J. Kovalik,H. Laaksonen,3,6,1,3,6,6,7,Round of 32
0.0,,,5,6,,,67,63,100.0,11,62,68,18,02:14:00,59,108,,93,74,62,68,40,46,J. Safra Sarasin Swiss Open Gstaad,9,0,31,,,J. Mertl,40,45,35,Y. Marti,J. Mertl,6,6,7,3,4,2,6,Round of 32
60.0,,,1,0,,,47,56,40.0,6,8,18,4,00:26:00,72,32,,17,88,8,18,13,7,J. Safra Sarasin Swiss Open Gstaad,2,3,9,,,M. Basic,14,29,67,D. Istomin,M. Basic,4,,,,2,,,Round of 32
25.0,,,2,1,,,63,49,75.0,9,32,26,11,01:07:00,73,53,,51,84,32,26,19,27,J. Safra Sarasin Swiss Open Gstaad,9,3,19,,,P. Mathieu,27,41,47,M. Chiudinelli,P. Mathieu,7,6,1,2,5,,,Round of 32
25.0,,,4,4,,,71,65,75.0,8,40,47,11,01:02:00,66,72,,56,85,40,47,31,34,J. Safra Sarasin Swiss Open Gstaad,6,2,16,,,D. Brown,25,44,50,J. Monaco,D. Brown,6,7,5,2,2,,,Round of 32
43.75,,,2,3,,,63,59,56.25,19,52,61,18,01:50:00,69,104,,83,79,52,61,42,41,J. Safra Sarasin Swiss Open Gstaad,9,7,31,,,R. Haase,43,42,61,T. de Bakker,R. Haase,6,6,3,3,7,1,6,Round of 32
52.0,,,3,2,,,63,71,48.0,26,95,84,21,02:56:00,77,118,,150,77,95,84,65,73,J. Safra Sarasin Swiss Open Gstaad,12,13,55,,,K. Kravchuk,34,62,47,G. Pella,K. Kravchuk,6,7,6,3,7,6,7,Round of 32
36.36363636363637,,,6,5,,,66,56,63.63636363636363,24,85,52,21,02:29:00,77,93,,128,64,85,52,40,54,J. Safra Sarasin Swiss Open Gstaad,7,4,43,,,E. Ymer,41,51,56,K. Kravchuk,E. Ymer,2,7,6,3,6,5,7,Round of 16
50.0,,,3,5,,,50,55,50.0,15,23,36,12,01:12:00,61,65,,46,83,23,36,22,19,J. Safra Sarasin Swiss Open Gstaad,1,1,23,,,M. Youzhny,29,41,65,J. Nikles,M. Youzhny,6,6,2,2,3,,,Round of 32
30.0,,,4,5,,,68,58,70.0,5,36,26,8,01:00:00,62,45,,53,89,36,26,16,32,J. Safra Sarasin Swiss Open Gstaad,7,3,17,,,P. Mathieu,19,42,29,H. Laaksonen,P. Mathieu,6,6,4,2,1,,,Round of 16
31.57894736842105,,,2,4,,,72,57,68.42105263157895,9,56,40,16,01:36:00,73,70,,78,80,56,40,29,45,J. Safra Sarasin Swiss Open Gstaad,13,6,22,,,R. Haase,30,53,41,H. Zeballos,R. Haase,7,6,4,2,6,,,Round of 16
50.0,,,6,3,,,63,62,50.0,18,61,68,15,02:08:00,74,109,,97,75,61,68,50,46,J. Safra Sarasin Swiss Open Gstaad,7,7,36,,,M. Youzhny,41,37,50,M. Basic,M. Youzhny,7,5,7,3,5,3,6,Round of 16
66.66666666666666,,,5,5,,,65,53,33.33333333333333,13,62,40,22,01:31:00,65,75,,95,74,62,40,26,46,J. Safra Sarasin Swiss Open Gstaad,5,10,33,,,D. Brown,35,63,39,T. Bellucci,D. Brown,2,7,6,3,6,1,6,Round of 16
40.0,,,0,5,,,58,56,60.0,13,29,31,14,01:10:00,48,55,,50,79,29,31,15,23,J. Safra Sarasin Swiss Open Gstaad,3,2,21,,,A. Ramos-Vinolas,24,58,62,T. Lamasine,A. Ramos-Vinolas,6,6,2,2,4,,,Round of 16
50.0,,,2,3,,,65,50,50.0,14,45,27,12,01:31:00,48,54,,69,62,45,27,13,28,J. Safra Sarasin Swiss Open Gstaad,1,1,24,,,T. Monteiro,27,44,58,G. Simon,T. Monteiro,6,6,4,2,2,,,Round of 16
47.05882352941176,,,2,8,,,65,60,52.94117647058824,13,40,52,15,01:42:00,71,86,,62,88,40,52,37,35,J. Safra Sarasin Swiss Open Gstaad,9,8,22,,,F. Lopez,34,44,59,J. Mertl,F. Lopez,7,6,4,2,6,,,Round of 16
25.0,,,0,0,,,60,73,75.0,19,33,49,14,01:16:00,69,67,,55,100,33,49,34,33,J. Safra Sarasin Swiss Open Gstaad,6,2,22,,,R. Haase,18,78,86,T. Monteiro,R. Haase,7,7,5,2,6,,,Quarter-Finals
45.45454545454545,,,6,2,,,66,62,54.54545454545454,14,49,40,16,01:12:00,63,65,,74,73,49,40,25,36,J. Safra Sarasin Swiss Open Gstaad,6,5,25,,,D. Brown,25,64,56,M. Youzhny,D. Brown,6,6,4,2,4,,,Quarter-Finals
18.75,,,1,3,,,57,53,81.25,18,50,46,22,01:43:00,65,86,,88,84,50,46,30,42,J. Safra Sarasin Swiss Open Gstaad,13,3,38,,,R. Haase,40,55,47,P. Mathieu,R. Haase,7,7,6,2,6,,,Semi-Finals
61.53846153846154,,,4,3,,,52,67,38.46153846153847,32,59,52,14,02:14:00,71,78,,114,66,59,52,37,39,J. Safra Sarasin Swiss Open Gstaad,5,8,55,,,P. Mathieu,26,54,58,A. Ramos-Vinolas,P. Mathieu,4,6,3,3,6,4,6,Quarter-Finals
53.84615384615385,,,0,2,,,56,62,46.15384615384615,19,40,55,16,01:46:00,71,89,,71,90,40,55,39,36,J. Safra Sarasin Swiss Open Gstaad,6,7,31,,,F. Lopez,34,47,61,E. Ymer,F. Lopez,6,7,6,2,4,,,Quarter-Finals
46.666666666666664,,,1,4,,,52,61,53.333333333333336,17,29,39,9,01:17:00,79,64,,56,86,29,39,31,25,J. Safra Sarasin Swiss Open Gstaad,8,7,27,,,F. Lopez,25,36,63,R. Haase,F. Lopez,6,7,5,2,4,,,Finals
43.75,,,1,8,,,61,67,56.25,19,50,55,11,01:30:00,76,82,,82,78,50,55,42,39,J. Safra Sarasin Swiss Open Gstaad,9,7,32,,,F. Lopez,27,41,59,D. Brown,F. Lopez,4,6,3,3,6,3,6,Semi-Finals
37.5,,,1,5,,,61,69,62.5,21,45,61,17,01:22:00,64,88,,74,73,45,61,39,33,Aegon Open Nottingham,10,6,29,,,M. Konecny,27,63,72,L. Glasspool,M. Konecny,7,7,6,2,6,,,1st Round Qualifying
54.54545454545454,,,2,3,,,67,65,45.45454545454545,19,68,71,16,01:57:00,76,110,,102,78,68,71,54,53,Aegon Open Nottingham,15,18,34,,,F. Dancevic,39,41,56,A. Pavic,F. Dancevic,6,6,7,3,4,3,6,1st Round Qualifying
46.15384615384615,,,2,0,,,71,61,53.84615384615385,11,37,40,11,01:00:00,73,66,,52,89,37,40,29,33,Aegon Open Nottingham,7,6,15,,,E. Escobedo,26,42,73,B. Mousley,E. Escobedo,6,7,6,2,2,,,1st Round Qualifying
31.03448275862069,,,7,2,,,58,59,68.96551724137932,28,67,55,29,02:08:00,75,94,,116,82,67,55,41,55,Aegon Championships,20,9,49,,,S. Groth,39,74,57,J. Duckworth,S. Groth,6,6,7,3,3,6,7,1st Round Qualifying
16.666666666666664,,,4,3,,,54,63,83.33333333333334,22,38,39,15,01:15:00,67,62,,70,79,38,39,26,30,Aegon Championships,5,1,32,,,D. Young,23,65,69,A. Ward,D. Young,6,7,6,2,3,,,1st Round Qualifying
33.33333333333333,,,0,1,,,64,64,66.66666666666666,12,25,34,8,00:55:00,53,53,,39,84,25,34,18,21,Aegon Championships,2,1,14,,,T. Kamke,19,42,86,D. Lajovic,T. Kamke,6,6,3,2,1,,,1st Round Qualifying
25.0,,,1,2,,,67,67,75.0,10,33,40,11,00:59:00,60,60,,49,82,33,40,24,27,Aegon Championships,9,3,16,,,F. Tiafoe,20,55,63,J. Millman,F. Tiafoe,6,6,3,2,4,,,1st Round Qualifying
52.17391304347826,,,6,2,,,67,74,47.82608695652174,13,58,70,17,01:45:00,70,95,,87,78,58,70,49,45,Aegon Championships,11,12,29,,,J. Vesely,25,68,45,A. Weintraub,J. Vesely,1,7,6,3,6,4,6,1st Round Qualifying
53.333333333333336,,,1,1,,,73,77,46.666666666666664,8,40,51,5,01:07:00,67,66,,55,85,40,51,34,34,Aegon Championships,7,8,15,,,A. Mannarino,15,33,53,K. De Schepper,A. Mannarino,6,7,5,2,2,,,1st Round Qualifying
23.076923076923077,,,4,3,,,48,53,76.92307692307693,27,41,42,24,01:55:00,69,80,,85,78,41,42,29,32,Aegon Championships,10,3,44,,,V. Pospisil,38,63,61,S. Kozlov,V. Pospisil,7,7,6,2,6,,,1st Round Qualifying
55.55555555555556,,,0,3,,,72,60,44.44444444444444,6,36,40,7,00:57:00,65,67,,50,81,36,40,26,29,Gerry Weber Open,4,5,14,,,R. Haase,27,26,43,J. Haerteis,R. Haase,6,6,2,2,4,,,1st Round Qualifying
26.666666666666668,,,3,1,,,63,76,73.33333333333333,13,36,34,5,01:04:00,68,45,,57,83,36,34,23,30,Aegon Championships,11,4,21,,,K. Anderson,11,45,62,E. Corrie,K. Anderson,6,6,3,2,3,,,1st Round Qualifying
0.0,,,1,1,,,72,62,100.0,9,28,33,9,00:45:00,48,53,,39,75,28,33,16,21,Gerry Weber Open,1,0,11,,,Y. Sugita,20,45,82,N. Basilashvili,Y. Sugita,6,6,1,2,3,,,1st Round Qualifying
18.181818181818183,,,4,4,,,61,58,81.81818181818183,11,45,41,13,01:23:00,61,71,,74,78,45,41,25,35,Gerry Weber Open,9,2,29,,,P. Gojowczyk,30,43,38,I. Marchenko,P. Gojowczyk,6,6,3,2,4,,,1st Round Qualifying
0.0,,,4,2,,,52,47,100.0,11,23,18,6,00:52:00,50,38,,44,83,23,18,9,19,Gerry Weber Open,7,0,21,,,S. Stakhovsky,20,30,52,Y. Nishioka,S. Stakhovsky,6,6,1,2,3,,,1st Round Qualifying
22.22222222222222,,,1,3,,,71,62,77.77777777777779,15,70,64,20,01:58:00,72,104,,99,81,70,64,46,57,Mercedes Cup,21,6,29,,,F. Moser,40,50,52,A. Michon,F. Moser,6,6,7,3,3,3,6,1st Round Qualifying
23.076923076923077,,,2,4,,,71,68,76.92307692307693,11,53,50,10,01:24:00,76,74,,75,77,53,50,38,41,Mercedes Cup,10,3,22,,,J. Ward,24,42,50,J. Hernych,J. Ward,7,7,5,2,6,,,1st Round Qualifying
25.0,,,0,2,,,82,49,75.0,3,31,22,9,00:46:00,59,45,,38,94,31,22,13,29,Mercedes Cup,9,3,7,,,Y. Sugita,23,39,43,G. Lapentti,Y. Sugita,6,6,1,2,3,,,1st Round Qualifying
53.84615384615385,,,1,3,,,57,78,46.15384615384615,13,28,50,6,02:53:00,58,64,,49,79,28,50,29,22,Mercedes Cup,6,7,21,,,F. Mayer,14,43,62,D. Brands,F. Mayer,6,6,4,2,2,,,1st Round Qualifying
25.925925925925924,,,4,3,,,68,57,74.07407407407408,14,52,45,18,01:14:00,82,79,,77,85,52,45,37,44,Mercedes Cup,20,7,25,,,F. Martin,34,53,56,M. Basic,F. Martin,7,7,6,2,5,,,1st Round Qualifying
27.27272727272727,,,1,0,,,71,72,72.72727272727273,9,32,41,8,01:01:00,61,57,,45,91,32,41,25,29,Mercedes Cup,8,3,13,,,R. Stepanek,16,50,69,N. Mektic,R. Stepanek,6,6,3,2,4,,,1st Round Qualifying
31.25,,,2,3,,,66,52,68.75,16,51,44,22,01:36:00,75,85,,77,76,51,44,33,39,Gerry Weber Open,11,5,26,,,R. Ram,41,54,62,A. Rublev,R. Ram,7,7,6,2,6,,,1st Round Qualifying
21.428571428571427,,,4,5,,,74,48,78.57142857142857,15,96,54,39,02:00:00,80,112,,130,80,96,54,43,77,Mercedes Cup,22,6,34,,,M. Bachinger,58,67,44,N. Basilashvili,M. Bachinger,5,7,6,3,7,6,7,1st Round Qualifying
26.923076923076923,,,3,0,,,65,76,73.07692307692307,18,66,78,21,01:49:00,77,103,,101,89,66,78,60,59,Mercedes Cup,19,7,35,,,F. Martin,25,84,51,Y. Sugita,F. Martin,4,7,6,3,6,6,7,2nd Round Qualifying
60.0,,,1,4,,,57,68,40.0,20,42,54,9,01:26:00,63,79,,74,69,42,54,34,29,Mercedes Cup,4,6,32,,,F. Mayer,25,36,63,M. Bachinger,F. Mayer,7,6,3,2,6,,,2nd Round Qualifying
40.0,,,0,1,,,56,57,60.0,10,20,29,5,00:58:00,66,51,,36,95,20,29,19,19,Mercedes Cup,6,4,16,,,R. Stepanek,22,23,63,J. Ward,R. Stepanek,6,6,1,2,2,,,2nd Round Qualifying
45.0,,,3,2,,,55,69,55.00000000000001,18,36,57,13,01:23:00,65,83,,65,92,36,57,37,33,Mercedes Cup,11,9,29,,,S. Stakhovsky,26,50,62,J. Mertl,S. Stakhovsky,6,3,6,3,4,1,6,1st Round Qualifying
41.17647058823529,,,4,4,,,46,53,58.82352941176471,18,26,37,12,01:18:00,78,70,,57,85,26,37,29,22,Mercedes Cup,10,7,31,,,S. Stakhovsky,33,36,58,F. Moser,S. Stakhovsky,6,6,4,2,4,,,2nd Round Qualifying
46.15384615384615,,,2,5,,,61,52,53.84615384615385,21,51,45,21,01:42:00,73,87,,84,75,51,45,33,38,Mercedes Cup,7,6,33,,,J. Struff,42,50,64,M. Baghdatis,J. Struff,4,6,1,3,6,4,6,Round of 32
52.94117647058824,,,7,4,,,59,60,47.05882352941176,14,57,50,14,02:03:00,74,84,,97,81,57,50,37,46,Mercedes Cup,8,9,40,,,R. Stepanek,34,41,35,D. Istomin,R. Stepanek,7,3,6,3,5,3,6,Round of 32
25.0,,,0,1,,,67,67,75.0,5,20,20,6,00:37:00,55,30,,30,75,20,20,11,15,Mercedes Cup,6,2,10,,,S. Stakhovsky,10,60,50,J. Choinski,S. Stakhovsky,6,,,,3,,,Round of 32
50.0,,,0,2,,,64,68,50.0,8,23,32,2,00:45:00,53,47,,36,87,23,32,17,20,Mercedes Cup,3,3,13,,,D. Kudla,15,13,62,D. Lajovic,D. Kudla,6,6,2,2,0,,,Round of 32
45.714285714285715,,,2,6,,,61,62,54.285714285714285,20,48,66,21,01:28:00,71,106,,79,85,48,66,47,41,Mercedes Cup,19,16,31,,,T. Fritz,40,53,65,F. Martin,T. Fritz,3,7,6,3,6,1,6,Round of 32
34.78260869565217,,,0,0,,,79,57,65.21739130434783,9,38,36,17,01:15:00,69,63,,48,92,38,36,25,35,Mercedes Cup,15,8,10,,,S. Groth,27,63,90,I. Marchenko,S. Groth,7,6,4,2,5,,,Round of 32
36.36363636363637,,,1,4,,,63,50,63.63636363636363,10,25,28,13,00:55:00,57,56,,40,88,25,28,16,22,Mercedes Cup,7,4,15,,,P. Kohlschreiber,28,46,67,P. Herbert,P. Kohlschreiber,6,6,1,2,4,,,Round of 32
81.81818181818183,,,1,8,,,63,56,18.181818181818183,27,68,56,16,02:03:00,82,100,,108,68,68,56,46,46,Mercedes Cup,2,9,40,,,J. Millman,44,36,68,L. Pouille,J. Millman,6,6,3,3,7,4,6,Round of 32
33.33333333333333,,,0,2,,,68,60,66.66666666666666,20,60,62,22,01:59:00,68,104,,88,77,60,62,42,46,Mercedes Cup,14,7,28,,,M. Berrer,42,52,71,M. Jaziri,M. Berrer,6,6,2,3,7,4,6,Round of 32
42.857142857142854,,,3,4,,,62,58,57.14285714285714,17,49,38,15,01:29:00,68,65,,79,73,49,38,26,36,Mercedes Cup,8,6,30,,,M. Youzhny,27,56,57,F. Lopez,M. Youzhny,7,6,3,2,6,,,Round of 32
25.0,,,2,5,,,60,56,75.0,11,29,32,12,01:09:00,66,57,,48,93,29,32,21,27,Mercedes Cup,12,4,19,,,J. del Potro,25,48,58,G. Dimitrov,J. del Potro,6,6,2,2,4,,,Round of 32
70.0,,,1,3,,,71,45,30.0,12,46,28,17,01:20:00,79,62,,65,76,46,28,22,35,Mercedes Cup,3,7,19,,,M. Youzhny,34,50,63,S. Stakhovsky,M. Youzhny,6,7,6,2,3,,,Round of 16
52.63157894736842,,,3,3,,,72,70,47.368421052631575,10,62,68,7,01:45:00,75,97,,86,76,62,68,51,47,Mercedes Cup,9,10,24,,,F. Mayer,29,24,42,M. Berrer,F. Mayer,6,3,6,3,3,4,6,Round of 16
11.11111111111111,,,1,1,,,70,63,88.88888888888889,11,35,40,15,01:22:00,63,64,,50,86,35,40,25,30,Mercedes Cup,8,1,15,,,J. del Potro,24,63,73,J. Millman,J. del Potro,6,6,4,2,4,,,Round of 16
76.92307692307693,,,0,4,,,70,56,23.076923076923077,11,42,34,13,01:11:00,76,61,,60,83,42,34,26,35,Mercedes Cup,3,10,18,,,F. Mayer,27,48,61,V. Troicki,F. Mayer,6,7,6,2,4,,,Round of 32
16.666666666666664,,,4,2,,,55,56,83.33333333333334,14,37,31,13,01:17:00,68,55,,67,84,37,31,21,31,Mercedes Cup,10,2,30,,,P. Kohlschreiber,24,54,47,D. Kudla,P. Kohlschreiber,7,6,3,2,5,,,Round of 16
53.84615384615385,,,2,4,,,58,57,46.15384615384615,20,43,52,16,01:41:00,77,92,,74,81,43,52,40,35,Mercedes Cup,6,7,31,,,G. Simon,40,40,65,J. Struff,G. Simon,6,4,6,3,4,2,6,Round of 16
65.625,,,5,7,,,53,50,34.375,24,38,37,22,01:31:00,86,74,,72,89,38,37,32,34,Mercedes Cup,11,21,34,,,D. Thiem,37,59,71,S. Groth,D. Thiem,7,7,6,2,6,,,Round of 16
52.94117647058824,,,2,3,,,64,55,47.05882352941176,17,61,52,22,01:41:00,81,95,,95,84,61,52,42,51,Mercedes Cup,8,9,34,,,R. Federer,43,51,50,T. Fritz,R. Federer,6,5,7,3,4,4,6,Round of 16
46.666666666666664,,,4,4,,,74,49,53.333333333333336,14,57,46,24,02:05:00,72,94,,77,81,57,46,33,46,Mercedes Cup,8,7,20,,,J. del Potro,48,50,70,G. Simon,J. del Potro,6,6,3,3,7,0,6,Quarter-Finals
47.368421052631575,,,2,2,,,48,65,52.63157894736842,23,38,50,15,01:41:00,66,77,,79,79,38,50,33,30,Mercedes Cup,10,9,41,,,P. Kohlschreiber,27,56,56,R. Stepanek,P. Kohlschreiber,6,7,5,2,4,,,Quarter-Finals
54.54545454545454,,,6,1,,,62,51,45.45454545454545,13,46,37,20,01:42:00,84,72,,74,91,46,37,31,42,Mercedes Cup,10,12,28,,,R. Stepanek,35,57,46,M. Cilic,R. Stepanek,7,7,5,2,6,,,Round of 16
35.294117647058826,,,9,0,,,60,70,64.70588235294117,15,49,64,17,01:51:00,70,92,,81,86,49,64,45,42,Mercedes Cup,11,6,32,,,D. Thiem,28,61,47,M. Youzhny,D. Thiem,3,6,4,3,6,5,7,Quarter-Finals
40.0,,,2,1,,,55,67,60.0,12,29,40,10,01:16:00,68,60,,53,93,29,40,27,27,Mercedes Cup,9,6,24,,,P. Kohlschreiber,20,50,50,J. del Potro,P. Kohlschreiber,6,6,4,2,3,,,Semi-Finals
25.0,,,3,0,,,62,65,75.0,15,49,55,17,01:26:00,67,84,,79,88,49,55,37,43,Mercedes Cup,15,5,30,,,R. Federer,29,59,50,F. Mayer,R. Federer,7,7,6,2,6,,,Quarter-Finals
53.84615384615385,,,6,3,,,48,54,46.15384615384615,28,50,57,30,02:11:00,70,106,,104,90,50,57,40,45,Mercedes Cup,12,14,54,,,D. Thiem,49,61,52,P. Kohlschreiber,D. Thiem,6,6,4,3,7,4,6,Finals
50.0,,,6,2,,,61,63,50.0,19,62,69,17,01:58:00,75,109,,102,74,62,69,52,46,Mercedes Cup,9,9,40,,,D. Thiem,40,43,48,R. Federer,D. Thiem,3,7,6,3,6,4,6,Semi-Finals
54.54545454545454,,,2,4,,,57,61,45.45454545454545,19,45,61,19,01:36:00,64,100,,79,73,45,61,39,33,Gerry Weber Open,5,6,34,,,B. Becker,39,49,56,D. Istomin,B. Becker,6,3,6,3,4,3,6,1st Round Qualifying
42.857142857142854,,,3,7,,,71,59,57.14285714285714,8,42,42,11,01:24:00,67,71,,59,79,42,42,28,33,Gerry Weber Open,4,3,17,,,T. Ito,29,38,47,L. Rosol,T. Ito,7,6,3,2,6,,,1st Round Qualifying
40.0,,,0,2,,,83,63,60.0,6,38,33,6,01:02:00,67,52,,46,74,38,33,22,28,Gerry Weber Open,3,2,8,,,Y. Sugita,19,32,75,T. Ito,Y. Sugita,6,6,4,2,2,,,2nd Round Qualifying
25.0,,,2,3,,,73,57,75.0,8,41,32,12,01:04:00,75,56,,56,83,41,32,24,34,Gerry Weber Open,9,3,15,,,E. Gulbis,24,50,53,M. Berrer,E. Gulbis,6,6,4,2,4,,,1st Round Qualifying
